Income,Credit_Score,Loan_Amount,DTI_Ratio,Employment_Status,Approval
29321,439,6091,124,1,1
107846,773,8342,29,1,1
165536,848,55594,3,1,1
37357,452,28549,62,0,1
118367,847,75839,13,1,1
176025,419,83444,14,0,1
128493,388,32148,29,1,1
99332,521,40625,39,0,1
118098,338,13137,15,1,1
26536,794,6048,142,0,1
146739,836,102650,17,1,1
45756,828,9697,107,0,1
140420,696,16182,27,0,0
31542,389,16298,85,0,1
156466,619,76701,4,1,1
104116,505,38560,16,1,1
103663,751,16420,47,1,1
61286,580,1999,20,0,0
162220,658,42744,25,1,1
94256,550,10337,17,1,1
161709,754,18049,5,0,0
197077,351,101558,6,0,1
131795,701,93363,12,1,1
101904,640,70924,17,0,1
168842,434,123755,6,0,1
101367,776,31368,35,0,0
181727,564,103780,15,0,0
105134,764,4966,35,0,0
49592,659,31227,73,0,1
111387,430,14491,34,1,1
105424,372,70828,23,1,1
174805,723,64882,11,0,0
120615,367,28294,22,1,1
168691,650,62906,24,0,0
170520,798,122348,7,1,1
136710,480,54188,18,0,1
199701,688,130576,13,0,1
77045,442,60195,55,0,1
193246,452,140265,17,1,1
181368,757,54912,9,1,1
169494,611,91246,19,0,0
180298,822,34437,17,1,1
116789,354,93190,4,1,1
93979,331,57585,21,1,1
120346,715,58041,24,0,0
144484,442,73800,12,1,1
129375,457,88826,18,0,1
23041,373,1514,206,0,1
192471,747,23194,7,0,0
139545,735,24566,32,1,1
131181,760,47570,23,0,0
131351,307,66294,32,0,1
90582,720,49099,45,0,0
168937,794,30665,17,1,1
57247,839,31470,40,0,0
179926,390,124850,11,0,1
171946,619,14834,26,1,1
22826,780,17798,152,1,1
130366,661,38907,18,0,0
176666,611,69273,23,0,0
171556,473,14531,24,1,1
95187,796,17622,10,0,0
86073,435,37827,52,1,1
23723,414,6721,187,0,1
116932,479,92851,18,0,1
67398,840,23468,10,0,0
176118,457,109251,21,1,1
193189,750,44852,24,0,0
34241,570,2721,36,0,0
124528,787,63425,19,0,0
199178,699,69845,18,0,0
133962,312,105504,17,1,1
197862,623,11752,20,0,0
187096,662,72457,17,1,1
90015,400,52269,24,1,1
196131,499,89449,19,0,1
163553,310,2110,30,0,1
127806,400,14619,30,1,1
77518,590,13653,27,0,0
182371,394,57839,4,0,1
42645,433,13108,69,0,1
86410,601,10924,41,1,1
131931,631,22229,16,0,0
36354,691,11900,83,0,1
89380,482,10096,37,1,1
179986,702,129989,9,0,1
161723,741,81473,11,0,0
87894,405,10557,8,0,1
136885,319,20510,27,0,1
194222,699,40742,11,1,1
170638,303,129628,22,1,1
125883,371,30602,32,0,1
146370,424,71163,28,1,1
198739,610,15468,15,0,0
160149,648,111255,6,1,1
189814,507,146352,8,0,1
193207,495,103263,12,0,1
147533,386,58407,31,0,1
29358,497,20429,22,0,1
121913,364,85332,33,1,1
159969,760,5855,3,1,1
108530,343,16491,29,0,1
140159,849,98131,10,0,1
29667,444,22424,124,0,1
182102,346,35219,11,0,1
185848,351,26504,13,1,1
174938,365,30931,6,1,1
36543,507,12054,90,1,1
51667,440,14974,50,0,1
107950,364,36899,11,0,1
64053,678,11813,64,1,1
172564,341,27205,7,1,1
24097,798,1208,42,0,0
43367,590,32195,74,0,1
57509,577,30518,68,1,1
65756,338,12796,67,1,1
184414,608,110782,15,0,1
70306,420,7270,56,1,1
153048,524,101968,23,0,1
33911,498,27103,36,0,1
150420,480,88836,10,0,1
189046,672,55942,12,1,1
107633,764,14686,7,0,0
66107,461,32788,10,0,1
81682,755,38995,53,1,1
72101,633,52050,27,0,1
79711,400,49349,25,1,1
118443,525,62733,8,1,1
134259,448,80879,14,1,1
121536,682,60996,11,0,0
90698,507,17673,29,0,1
93558,439,62018,13,1,1
64879,651,20343,29,0,0
171551,535,108923,6,1,1
175079,784,74182,20,0,0
84658,553,57917,31,0,1
170392,305,12593,19,0,1
152177,334,70615,21,1,1
45689,763,16762,81,0,1
126592,523,47976,10,1,1
189774,392,126772,3,1,1
140398,324,61786,24,0,1
68482,679,31428,67,0,1
120893,640,5287,32,1,1
90723,512,11611,54,1,1
154935,672,15544,5,1,1
141989,341,49029,20,0,1
166999,509,88799,8,0,1
49768,789,14749,86,0,1
112461,573,56434,33,1,1
36611,681,15824,75,1,1
158066,425,94038,22,1,1
182778,676,18203,26,0,0
42887,382,12718,71,1,1
48669,468,8341,47,0,1
59452,509,42109,65,0,1
129192,435,46442,27,1,1
189000,321,50561,12,0,1
80903,832,23012,58,1,1
191903,634,139979,19,1,1
99713,435,23509,25,1,1
146941,680,101892,16,0,1
112568,591,22805,30,0,0
94775,486,21117,17,0,1
50649,342,38652,50,0,1
88264,678,27890,19,0,0
110137,451,59776,26,0,1
99052,424,54026,6,1,1
140072,627,1562,10,1,1
144232,596,88410,29,0,1
108784,415,6253,33,0,1
100761,325,29883,31,1,1
44243,634,13789,19,0,0
71305,323,36285,14,1,1
154162,703,65286,11,1,1
34692,669,5847,89,1,1
121217,681,38309,4,1,1
100762,756,12481,41,0,0
128949,753,22468,18,1,1
56586,388,14617,25,1,1
157704,643,123310,5,1,1
21735,719,9956,215,1,1
165703,773,36894,25,0,0
120078,596,65302,34,0,0
173408,611,122491,21,0,1
20641,457,5917,107,1,1
191393,594,48021,16,1,1
27456,422,17156,84,0,1
172322,792,115312,24,1,1
51348,682,38700,75,0,1
62689,359,21950,23,1,1
113686,467,36739,7,1,1
186788,664,76984,4,1,1
187495,378,51807,20,0,1
176961,471,85569,22,1,1
91161,671,71047,12,1,1
23381,440,10221,166,1,1
128001,648,14424,12,0,0
151958,526,105216,11,0,1
140715,378,108327,8,0,1
145702,656,91577,17,1,1
135851,835,23571,20,1,1
51089,527,10329,26,0,1
52858,514,6151,25,1,1
40377,319,25816,90,1,1
71472,410,52973,10,0,1
51174,559,5341,15,1,1
45297,426,14461,98,0,1
195793,659,24797,3,0,0
171978,656,43089,16,0,0
169483,369,4665,6,0,1
93887,475,1567,42,0,1
152171,786,92505,19,0,1
196560,409,94014,8,1,1
76170,826,27711,26,0,0
52405,777,35060,23,0,1
114699,595,6322,36,0,0
149423,418,38173,20,1,1
136380,531,54383,30,1,1
69488,371,45507,52,1,1
23351,803,4446,210,1,1
157012,387,19791,8,1,1
174811,404,17963,9,1,1
108770,505,53990,40,0,1
131333,811,101246,17,1,1
113348,787,80058,42,1,1
154064,585,101663,9,1,1
52031,556,33589,71,0,1
27791,401,3235,30,1,1
66948,691,45512,66,1,1
99364,398,69150,10,1,1
72935,600,33630,66,1,1
88593,651,3316,45,0,0
51230,692,21614,67,1,1
140496,336,24182,5,1,1
148838,741,41954,9,1,1
48673,802,37292,99,1,1
167391,460,15611,22,1,1
149680,686,89668,30,1,1
104012,362,78393,6,0,1
116052,657,4525,37,1,1
45519,738,24420,60,1,1
34797,550,8688,61,1,1
37170,612,12062,33,0,0
161142,633,61412,4,1,1
130407,573,92220,4,1,1
102972,686,52157,41,1,1
148020,402,27988,33,1,1
151797,647,81586,10,1,1
134292,506,84288,27,0,1
76119,594,4115,29,1,1
79214,394,7208,54,1,1
37634,843,14995,96,0,1
40096,609,27349,94,1,1
193921,620,109609,9,1,1
183830,827,144540,18,0,1
184585,828,131863,9,0,1
90237,845,57849,50,0,1
72598,673,10682,48,0,0
199649,607,108547,16,1,1
186180,508,70975,17,1,1
87225,541,32258,36,0,1
70309,328,53235,30,1,1
147240,746,85793,22,0,0
61774,579,2909,22,1,1
192666,480,12070,24,1,1
34503,385,20713,74,1,1
126694,672,87170,38,0,1
56847,541,38419,21,0,1
194120,837,131141,11,0,1
177239,425,87320,14,1,1
130852,523,15000,11,0,1
91970,750,34332,34,0,0
159845,683,42482,7,1,1
198975,552,38987,11,1,1
116400,615,85593,5,0,1
196055,545,145894,11,1,1
187496,671,32995,26,0,0
121835,308,34493,25,1,1
81724,604,57322,22,0,1
185505,624,107506,25,0,0
40996,803,25148,87,1,1
130720,402,92551,11,1,1
37397,660,20730,87,1,1
27169,353,7020,173,1,1
20806,710,11294,87,1,1
170944,384,42372,7,0,1
190178,433,108561,23,1,1
145400,436,23738,15,1,1
72078,386,25091,44,0,1
118912,529,4010,5,0,1
141221,503,92915,15,0,1
125128,739,35099,35,0,0
116448,474,16381,36,0,1
134074,764,65769,36,0,0
73253,495,19871,30,1,1
54130,741,40327,34,0,1
197520,493,48282,16,1,1
27542,597,8716,80,1,1
116898,769,2352,9,1,1
104736,707,51265,18,1,1
39151,397,2925,106,0,1
81562,782,40739,34,0,0
86494,816,50930,52,1,1
195967,679,147685,6,0,1
88233,473,65597,43,1,1
54581,391,35761,47,1,1
88263,419,6788,28,0,1
93662,669,38083,35,1,1
155521,620,118004,21,0,1
148784,454,112808,27,1,1
69524,452,16064,12,0,1
143272,566,93531,10,1,1
50415,806,29935,15,1,1
139998,804,111865,8,0,1
111646,395,38239,16,0,1
153362,579,117771,27,0,1
157891,484,121640,20,0,1
150576,396,4402,17,1,1
123329,682,14902,35,1,1
27569,383,16723,127,1,1
175767,305,12494,15,1,1
169201,432,13761,11,1,1
34558,372,20735,118,1,1
124558,561,32467,13,1,1
25377,513,13730,61,1,1
189651,457,79262,6,1,1
101291,434,13597,28,1,1
72395,801,26433,47,1,1
167602,733,111765,6,1,1
133798,736,6300,8,1,1
197324,529,41650,24,1,1
185035,837,77206,5,1,1
40757,789,5869,60,0,1
85183,835,39729,38,0,0
31821,825,17733,37,1,1
44768,775,17605,107,1,1
173503,383,5264,21,0,1
67068,486,3966,45,0,1
98026,621,60637,44,1,1
109478,491,25259,17,0,1
196530,408,141083,17,0,1
123529,419,23509,4,1,1
126192,798,82067,19,1,1
99339,389,18709,13,0,1
49337,316,2757,35,0,1
190032,448,64381,25,1,1
70047,388,51444,35,1,1
144253,732,16264,4,0,0
136723,796,3572,26,1,1
72779,601,55358,58,1,1
107516,308,83629,10,1,1
149945,597,64897,4,1,1
154573,799,94623,13,0,1
24985,732,11349,171,0,1
189948,727,31655,18,1,1
137525,746,22146,4,1,1
143008,652,31422,23,0,0
177836,779,77911,7,1,1
196451,668,43474,18,0,0
42594,794,12356,31,0,0
178793,803,110047,6,1,1
81530,514,4083,50,0,1
88369,665,21788,55,0,1
28380,365,15110,95,0,1
51637,529,17896,71,1,1
32235,573,23614,46,0,1
134773,768,14879,9,0,0
152987,407,83565,10,0,1
114801,460,58870,21,1,1
60447,672,10029,44,0,0
135109,725,33154,4,1,1
95171,817,12171,17,1,1
128792,669,88162,35,0,1
158844,731,19087,12,1,1
127297,769,90417,30,1,1
136019,449,95060,4,0,1
108684,622,22538,28,1,1
123092,337,85078,39,0,1
185572,832,110918,13,1,1
102233,652,37671,5,0,0
136965,510,82836,29,1,1
190067,714,80044,9,0,0
160884,642,96040,18,0,0
161764,590,13166,11,1,1
109314,463,4655,5,1,1
99676,732,15475,38,0,0
88093,819,17228,32,0,0
137633,605,97581,30,0,1
108861,541,75133,39,0,1
98433,591,76073,49,0,1
156227,553,43971,7,0,0
139094,400,94276,10,1,1
41481,394,14922,21,0,1
76304,756,25202,13,1,1
123489,570,66382,35,1,1
148330,726,19919,10,0,0
139986,432,70355,27,0,1
139388,784,98844,5,0,1
51133,718,8921,23,1,1
30559,835,4858,49,1,1
118162,610,64691,20,0,0
57261,731,20999,14,1,1
67992,800,9016,7,1,1
31713,727,19778,115,1,1
108558,686,80391,33,0,1
152320,771,88453,22,1,1
105253,391,82735,43,1,1
81032,704,36454,33,0,0
92712,390,4251,17,1,1
188798,387,143038,9,0,1
69648,787,2223,54,0,1
67118,319,52560,34,0,1
171926,754,84999,6,1,1
148836,323,58280,18,0,1
26306,840,13517,98,1,1
50053,401,12020,80,1,1
67885,561,11107,16,1,1
197893,473,86273,4,0,1
35335,605,4235,86,1,1
128219,631,50219,17,0,0
73099,545,39406,60,0,1
153332,816,16083,19,1,1
103449,775,54356,39,0,0
27577,717,8659,168,0,1
165247,403,33917,12,1,1
136911,385,66592,34,0,1
117859,472,71455,17,1,1
30955,301,21340,114,1,1
20142,361,5477,181,1,1
112122,517,67889,38,1,1
62314,846,5583,67,1,1
123626,425,96036,11,1,1
75273,816,58929,34,1,1
138677,579,87805,15,1,1
75213,770,22525,58,0,1
189461,302,125919,23,0,1
196345,477,146697,16,1,1
161067,383,86362,29,0,1
28112,755,5044,174,1,1
177630,666,47448,17,0,0
141292,679,59271,12,0,0
25185,587,12725,196,0,1
180810,610,62409,10,1,1
29645,587,20858,125,0,1
71402,705,19176,17,1,1
164647,498,97837,29,0,1
174183,431,34405,5,1,1
157122,580,112105,11,0,1
181076,558,119994,27,0,1
188025,353,114389,13,1,1
51907,830,33477,68,1,1
31394,529,10107,25,1,1
137666,623,52361,3,0,0
41445,325,33050,47,1,1
85531,501,44152,18,1,1
184100,399,126820,3,1,1
175328,642,65789,12,0,0
82484,648,54846,10,1,1
82060,374,41603,54,1,1
183931,757,33722,23,0,0
28740,686,3130,88,0,1
135846,356,81050,18,1,1
46693,357,4421,89,1,1
125298,398,99561,36,1,1
177175,310,101642,19,1,1
182584,403,7808,14,1,1
106034,497,14459,11,0,1
175421,498,34025,24,1,1
130364,792,59277,35,0,0
56090,345,9367,15,1,1
154512,666,77502,16,0,0
143082,616,45944,31,1,1
22118,830,5738,196,0,1
152935,355,46064,21,0,1
187917,506,90535,5,0,1
142526,639,75199,30,1,1
129758,636,14742,12,1,1
150005,524,84724,3,0,1
142299,518,64012,14,1,1
73822,709,55138,23,0,1
22593,375,1983,125,0,1
96172,750,48174,18,0,0
72198,502,12412,32,0,1
65687,647,17119,62,0,1
25634,480,4315,86,0,1
119332,413,28556,22,1,1
82953,678,44313,35,0,0
183369,744,32062,5,0,0
69713,496,25785,57,1,1
177168,739,65107,26,0,0
160369,601,43949,9,0,0
185008,586,134239,7,1,1
41340,781,21148,117,0,1
153330,697,99452,30,1,1
156024,775,43182,10,1,1
146693,806,36171,24,1,1
74316,524,30627,24,0,1
77303,613,59242,42,1,1
118069,560,12109,34,0,0
97345,755,47081,40,0,0
141963,824,45089,32,1,1
142565,742,49170,22,1,1
91570,691,24536,7,1,1
89631,377,11802,31,1,1
154425,380,122452,14,0,1
51087,373,3508,56,0,1
71549,637,20838,29,1,1
178343,441,69455,22,0,1
93884,654,54183,33,0,0
191466,824,105203,7,0,0
75017,785,34805,27,1,1
109301,387,25621,23,1,1
74941,749,56898,46,0,1
56424,431,1634,44,1,1
109082,530,56799,29,1,1
98548,633,4046,44,0,0
60289,638,42277,70,1,1
73531,700,36028,12,1,1
144460,411,75647,18,1,1
44442,475,12641,26,0,1
27035,491,3277,66,1,1
73973,538,44225,32,0,1
35061,677,1361,111,0,1
127704,700,15515,11,0,0
129684,789,51986,7,0,0
73916,617,54601,45,1,1
178258,617,54208,24,1,1
72875,307,30211,19,0,1
178557,552,87216,22,1,1
141292,340,38737,7,1,1
97974,700,23954,46,1,1
67075,742,26209,52,0,1
123167,344,21700,16,1,1
96517,368,65682,19,1,1
116660,378,67112,10,1,1
138210,468,28180,15,0,1
27003,374,16135,173,1,1
124685,499,5951,24,0,1
50063,439,31424,52,1,1
37887,384,22529,108,0,1
56767,782,11575,41,0,0
179118,402,78108,9,0,1
122458,472,89000,8,0,1
60238,751,12661,47,0,0
196958,845,116882,9,0,0
188037,405,81825,16,1,1
176815,304,99931,4,0,1
118210,544,12978,15,0,1
27325,314,7296,99,0,1
45323,471,3884,35,1,1
48228,634,37834,54,0,1
162004,704,16834,20,0,0
47757,665,12378,54,0,1
191440,623,103022,3,0,0
77696,367,54417,61,1,1
31518,368,14470,61,1,1
46689,849,12236,90,1,1
177251,632,102860,26,0,0
65961,625,32596,73,0,1
24626,759,17745,122,0,1
174001,313,6560,11,0,1
81969,738,41616,25,0,0
56059,683,20438,67,0,1
118500,509,5968,39,0,1
106164,437,42620,21,0,1
128761,595,31016,5,1,1
83504,510,8087,48,0,1
179400,690,85315,21,0,0
185093,306,129881,4,0,1
33659,444,5114,54,0,1
175354,509,134018,11,0,1
142440,618,95591,11,0,1
131153,480,33632,34,1,1
171105,759,53796,27,1,1
40975,668,13377,75,0,1
135704,732,80874,28,1,1
146353,320,57019,20,0,1
176023,850,47058,8,1,1
141543,613,38122,24,1,1
38858,641,24424,35,1,1
60560,494,1841,8,1,1
126051,725,98280,24,1,1
148332,615,78110,31,0,0
30178,427,19533,100,0,1
134372,561,67795,20,1,1
35126,694,25106,93,0,1
145232,335,83700,19,0,1
88506,766,20315,56,1,1
177849,465,31600,3,0,1
124245,382,25749,31,1,1
131901,558,66620,18,1,1
127900,391,84385,9,1,1
90522,514,41383,34,0,1
148902,301,10154,7,1,1
129272,595,23365,25,0,0
68863,437,32881,26,0,1
48898,761,14931,86,0,1
35461,487,9498,49,1,1
184321,411,44548,25,0,1
42467,686,19137,31,0,0
27776,540,16898,130,0,1
36005,572,22801,15,0,1
75330,834,25619,7,1,1
144054,645,57289,30,1,1
198745,651,63808,12,1,1
119204,358,44287,23,0,1
139778,711,4365,10,0,0
93260,554,60233,31,1,1
128298,492,84633,4,1,1
186140,668,86334,4,1,1
179059,796,22330,17,1,1
144812,402,39517,20,0,1
156329,816,17759,4,1,1
98996,778,59495,16,0,1
193707,546,56480,10,0,1
47648,745,11501,14,1,1
93494,525,63429,23,0,1
160127,803,105273,6,1,1
170987,366,90974,27,1,1
191421,747,59602,10,1,1
96277,389,12683,12,1,1
50436,676,21537,26,1,1
101474,363,71202,43,0,1
131070,627,90037,22,0,1
193996,527,104628,6,0,1
140744,623,107974,10,1,1
151028,766,79835,9,1,1
194417,335,84922,22,1,1
52365,580,32344,81,0,1
96413,685,44665,9,0,0
79001,353,57149,21,1,1
98407,463,72819,6,1,1
130739,784,100315,21,1,1
38828,840,10252,60,0,1
45511,434,4547,57,1,1
191608,467,37060,22,1,1
96305,448,29591,19,0,1
114955,404,20346,43,1,1
198112,472,26178,4,1,1
67089,353,34779,18,1,1
58946,713,3227,35,0,0
123978,800,91175,20,0,1
195829,391,101165,18,1,1
116291,311,16286,11,0,1
148245,821,4018,13,1,1
44786,485,32731,67,1,1
169795,428,86256,6,0,1
68467,715,26807,9,1,1
156026,427,87321,11,0,1
177051,484,118239,3,1,1
30261,431,7757,141,0,1
167455,562,23180,4,0,0
98270,672,23492,41,1,1
85100,607,39456,9,1,1
171275,802,93305,14,0,0
193701,345,10629,10,0,1
98566,520,73361,14,0,1
92717,431,56314,49,0,1
88334,690,22406,53,1,1
41824,560,14937,117,0,1
73415,372,49016,63,1,1
117554,823,22501,37,1,1
102931,744,4396,28,0,0
90811,427,15416,43,1,1
106339,391,44714,27,1,1
79183,580,7419,7,1,1
119256,407,24033,10,1,1
45045,841,19480,61,1,1
32573,474,25637,79,1,1
110485,844,78937,37,1,1
175270,430,3489,12,0,1
57400,687,18522,73,0,1
85303,728,24999,41,1,1
142857,814,37152,16,1,1
79969,612,57224,58,0,1
126565,620,84188,8,0,1
82924,395,38703,19,0,1
94934,804,56572,6,0,0
150496,827,89706,33,0,0
23643,494,14925,23,1,1
193322,840,12103,25,1,1
196821,836,46826,10,0,0
54948,826,4336,51,1,1
119377,474,15841,24,1,1
161326,420,40213,14,1,1
89402,518,52592,5,0,1
188551,827,122387,3,1,1
113256,306,61339,40,1,1
112770,409,46838,4,0,1
112938,309,57466,10,1,1
42215,841,11073,91,1,1
147772,307,101853,10,1,1
143390,704,40227,20,1,1
67757,849,8123,33,1,1
62423,443,29440,45,0,1
72026,413,19671,24,0,1
123427,731,5142,21,0,0
145644,572,56193,8,1,1
198713,430,105825,13,1,1
48765,410,9265,13,0,1
151072,313,31999,33,0,1
132634,308,63939,25,1,1
147383,384,33472,22,0,1
68984,555,51248,33,0,1
84842,739,63114,21,0,1
180196,485,39987,9,0,1
54680,710,18947,13,0,0
131752,318,27167,34,0,1
119707,717,41166,32,0,0
108127,736,9041,33,1,1
99767,412,48654,22,1,1
129595,552,7233,20,0,0
20140,353,13202,239,1,1
94794,783,14207,24,1,1
86129,803,44815,33,1,1
45398,313,9539,109,1,1
114734,841,49705,38,0,0
75058,693,59143,14,0,1
185035,423,50921,4,0,1
45857,376,23472,89,1,1
72952,846,3871,20,0,0
129631,558,46526,32,1,1
185115,420,18749,18,1,1
157301,815,22880,4,1,1
95931,346,8968,43,0,1
149768,845,10828,25,0,0
153504,693,103153,27,1,1
179178,578,49251,10,0,0
169919,523,3322,25,1,1
157644,565,112735,15,0,1
90389,421,30350,17,0,1
82447,598,42917,9,0,0
54857,576,43101,15,0,1
160140,418,86019,3,1,1
105081,385,35608,39,0,1
180296,601,16011,14,0,0
77482,586,17776,21,0,0
192311,408,68461,15,0,1
77839,632,14364,29,1,1
136930,537,49318,24,0,1
44560,807,31106,37,0,1
69508,802,43438,24,1,1
101306,466,52668,16,0,1
57623,373,17072,57,1,1
46275,839,1772,30,0,0
120660,321,2776,10,0,1
85101,385,19695,26,0,1
47876,646,14259,22,0,0
167548,754,81579,9,1,1
60504,549,36620,14,1,1
52263,321,7738,15,1,1
154097,725,1158,9,0,0
79421,737,10658,38,1,1
79214,693,33231,15,0,0
78857,404,24416,29,0,1
51024,669,3840,20,0,0
132362,843,79592,20,0,1
59379,608,19809,77,1,1
91065,811,49380,53,1,1
20571,452,3401,233,1,1
122393,757,9822,29,0,0
93000,448,43343,11,0,1
120930,661,65776,21,1,1
128513,641,86715,10,0,1
129749,809,70962,31,1,1
160564,535,11959,18,1,1
171486,524,62654,6,1,1
73288,317,37593,39,1,1
48876,361,24649,57,0,1
140688,447,56191,29,0,1
78874,357,8683,17,0,1
26906,734,2772,109,0,1
144997,461,20252,4,1,1
40707,550,1408,24,1,1
67821,781,50027,20,1,1
127878,645,85521,26,0,1
49167,459,3104,18,0,1
62034,311,28762,49,1,1
169963,813,60589,14,1,1
91257,394,50487,42,0,1
124963,357,52418,15,0,1
142797,788,86550,17,1,1
63207,355,43378,46,1,1
90757,411,11198,13,1,1
27352,545,6333,85,0,1
75550,311,13303,33,0,1
83002,575,65006,12,0,1
31974,349,4054,80,1,1
113493,589,66564,27,0,0
122404,664,93098,11,0,1
126767,815,66821,9,0,0
173924,691,10806,20,1,1
59724,774,42022,17,0,1
76530,444,33874,20,1,1
54392,647,24613,44,1,1
199011,696,55741,10,0,0
168609,809,4916,6,0,0
163428,389,13335,23,1,1
64490,602,5467,24,1,1
112633,391,24486,8,1,1
144062,562,86235,23,0,0
169090,799,96282,4,1,1
127225,432,49068,26,1,1
41886,723,15748,91,1,1
182690,358,3082,11,0,1
96194,684,75728,15,1,1
78471,697,44853,44,0,0
142127,779,71138,33,1,1
42497,484,27014,28,1,1
125256,636,42587,7,1,1
75741,787,19243,16,1,1
162889,459,20072,21,0,1
168951,332,100689,26,0,1
132750,784,8088,14,0,0
199220,733,67078,11,0,0
57155,370,27546,40,0,1
138337,729,29063,28,1,1
34088,394,12207,97,1,1
72063,657,32563,45,1,1
62123,747,46409,45,1,1
167038,503,38910,6,1,1
23718,454,5832,147,1,1
49781,716,35124,44,0,1
52956,760,38904,88,0,1
77310,492,46642,42,0,1
76659,656,13527,24,0,0
115366,316,41234,21,0,1
190108,766,108580,16,1,1
162204,736,128673,24,1,1
66088,769,25452,50,0,1
162282,746,38359,18,1,1
182627,401,28213,5,0,1
181548,721,131129,6,0,1
151953,333,38998,32,1,1
78426,765,25974,52,0,1
143096,427,105038,19,1,1
189046,705,99210,2,0,0
94345,574,35668,51,1,1
196501,547,109673,2,0,1
26880,457,18005,109,1,1
64672,740,37420,32,1,1
181550,702,113486,4,0,1
65538,712,34900,39,0,0
80547,401,34046,16,0,1
